timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy,pct_err_gain_db,pct_err_bandwidth
75264,1164.8,4,Common-Source Amplifier,68.8095,30.0,0.0086,288.9529,0.1083,4.40,35.74
75392,1166.6,4,Common-Source Amplifier,68.6705,30.0,-0.0032,306.1396,0.0728,8.27,33.54
75520,1168.6,4,Common-Source Amplifier,68.6177,30.0,-0.0090,250.7456,0.0642,5.84,37.20
75648,1170.4,4,Common-Source Amplifier,68.6783,30.0,-0.0026,297.9080,0.0368,7.25,35.13
75776,1172.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,285.8035,0.0398,7.75,34.37
75904,1174.4,4,Common-Source Amplifier,68.7214,30.0,-0.0043,297.7828,0.0397,8.79,32.70
76032,1176.2,4,Common-Source Amplifier,68.6260,30.0,-0.0085,231.7449,0.0443,6.29,36.57
76160,1178.1,4,Common-Source Amplifier,68.7262,30.0,-0.0013,315.8718,0.0379,8.27,33.54
76288,1180.0,4,Common-Source Amplifier,68.7701,30.0,-0.0206,260.4820,0.0835,9.31,31.87
76416,1182.0,4,Common-Source Amplifier,68.3600,30.0,0.0048,290.6876,0.0543,5.00,33.16
76544,1183.9,4,Common-Source Amplifier,67.5230,30.0,-0.0096,271.8972,0.1152,10.45,29.90
76672,1185.9,4,Common-Source Amplifier,69.1996,30.0,0.0013,268.3286,0.0556,4.07,32.42
76800,1187.8,4,Common-Source Amplifier,68.6822,30.0,-0.0019,317.6644,0.0834,7.75,34.37
76928,1189.7,4,Common-Source Amplifier,60.3126,30.0,0.0138,264.3009,0.1151,9.14,28.00
77056,1191.5,4,Common-Source Amplifier,61.8291,28.0,0.0051,259.9304,0.0945,1.80,28.96
77184,1193.5,4,Common-Source Amplifier,67.7141,30.0,0.0071,149.8827,0.1256,3.37,36.48
77312,1195.4,4,Common-Source Amplifier,68.7152,30.0,-0.0035,352.2402,0.0745,8.27,33.54
77440,1197.3,4,Common-Source Amplifier,15.7281,30.0,0.1469,308.3920,0.5561,15.71,36.30
77568,1199.3,4,Common-Source Amplifier,65.0497,30.0,0.0112,274.3156,0.0546,1.82,35.60
77696,1201.2,4,Common-Source Amplifier,68.7136,30.0,-0.0034,246.1550,0.0437,8.27,33.54
77824,1203.1,4,Common-Source Amplifier,63.6034,30.0,0.0014,316.8525,0.0454,7.83,35.94
77952,1205.1,4,Common-Source Amplifier,68.7873,30.0,-0.0126,217.5203,0.1235,9.31,31.87
78080,1207.0,4,Common-Source Amplifier,68.6916,30.0,-0.0083,277.8620,0.0331,8.27,33.54
78208,1208.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,277.4424,0.0250,7.75,34.37
78336,1210.7,4,Common-Source Amplifier,68.8133,30.0,-0.0124,293.1067,0.0453,4.90,34.99
78464,1212.6,4,Common-Source Amplifier,68.7465,30.0,-0.0241,229.5925,0.0733,9.31,31.87
78592,1214.6,4,Common-Source Amplifier,69.1170,30.0,0.0216,303.8969,0.0563,4.10,32.33
78720,1216.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,314.9157,0.0109,7.75,34.37
78848,1218.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,283.9615,0.0115,7.75,34.37
78976,1220.3,4,Common-Source Amplifier,68.6822,30.0,0.0003,279.1238,0.0128,7.75,34.37
79104,1222.3,4,Common-Source Amplifier,68.6822,30.0,0.0000,276.1166,0.0156,7.75,34.37
79232,1224.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,286.0655,0.0167,7.75,34.37
79360,1226.2,4,Common-Source Amplifier,68.6822,30.0,-0.0103,234.0084,0.0481,7.25,35.13
79488,1228.1,4,Common-Source Amplifier,68.7654,30.0,0.0008,304.9136,0.0396,8.79,32.70
79616,1230.0,4,Common-Source Amplifier,68.7073,30.0,-0.0214,246.9182,0.0733,9.31,31.87
79744,1231.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,285.9240,0.0318,7.75,34.37
79872,1234.0,4,Common-Source Amplifier,64.2840,30.0,-0.0114,308.4653,0.0742,4.97,36.57
80000,1235.9,4,Common-Source Amplifier,59.1664,30.0,0.0262,196.7883,0.1174,6.20,28.89
80128,1237.8,4,Common-Source Amplifier,68.6838,30.0,-0.0020,299.0976,0.0215,8.27,33.54
80256,1239.6,4,Common-Source Amplifier,68.7026,30.0,-0.0124,248.1280,0.0522,8.27,33.54
80384,1241.5,4,Common-Source Amplifier,68.6822,30.0,-0.0000,287.2476,0.0383,7.75,34.37
80512,1243.5,4,Common-Source Amplifier,66.5051,30.0,0.0021,266.5289,0.0682,7.96,33.48
80640,1245.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,257.7282,0.0242,7.75,34.37
80768,1247.3,4,Common-Source Amplifier,65.5525,30.0,-0.0093,278.7239,0.0198,5.97,35.04
80896,1249.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,264.7673,0.0071,7.75,34.37
81024,1251.0,4,Common-Source Amplifier,68.6822,30.0,-0.0000,267.9250,0.0077,7.75,34.37
81152,1253.0,4,Common-Source Amplifier,64.2719,30.0,-0.0119,254.3526,0.0429,9.53,33.60
81280,1255.0,4,Common-Source Amplifier,68.6822,30.0,-0.0000,269.0797,0.0307,7.75,34.37
81408,1256.8,4,Common-Source Amplifier,67.3592,30.0,0.0029,280.3639,0.0490,0.45,33.95
81536,1258.8,4,Common-Source Amplifier,68.6822,30.0,0.0000,318.8722,0.0143,7.75,34.37
81664,1260.7,4,Common-Source Amplifier,68.6822,30.0,-0.0000,307.4071,0.0198,7.75,34.37
81792,1262.6,4,Common-Source Amplifier,68.7135,30.0,-0.0012,270.6096,0.0147,5.91,33.40
81920,1264.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,285.3624,0.0064,7.75,34.37
82048,1266.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,287.8053,0.0066,7.75,34.37
82176,1268.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,276.2587,0.0086,7.75,34.37
82304,1270.3,4,Common-Source Amplifier,68.6822,30.0,0.0000,267.2200,0.0090,7.75,34.37
82432,1272.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,275.8379,0.0089,7.75,34.37
82560,1274.1,4,Common-Source Amplifier,68.6838,30.0,-0.0027,266.6660,0.0079,8.27,33.54
82688,1276.1,4,Common-Source Amplifier,68.6600,30.0,-0.0005,241.5650,0.0079,7.25,35.13
82816,1278.1,4,Common-Source Amplifier,68.6822,30.0,0.0000,279.1724,0.0071,7.75,34.37
82944,1279.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,258.9236,0.0110,7.75,34.37
83072,1281.9,4,Common-Source Amplifier,68.7262,30.0,-0.0107,245.1153,0.0471,8.79,32.70
83200,1283.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,282.0667,0.0264,7.75,34.37
83328,1285.8,4,Common-Source Amplifier,68.9621,30.0,-0.0031,271.8708,0.0226,5.82,34.27
83456,1287.7,4,Common-Source Amplifier,68.8044,30.0,-0.0004,265.3100,0.0113,5.82,34.27
83584,1289.6,4,Common-Source Amplifier,68.6822,30.0,-0.0000,296.6452,0.0047,7.75,34.37
83712,1291.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,274.8420,0.0061,7.75,34.37
83840,1293.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,265.5522,0.0069,7.75,34.37
83968,1295.4,4,Common-Source Amplifier,68.6639,30.0,-0.0050,245.1365,0.0195,7.25,35.13
84096,1297.3,4,Common-Source Amplifier,68.7387,30.0,-0.0118,268.8716,0.0507,8.79,32.70
84224,1299.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,297.9771,0.0195,7.75,34.37
84352,1301.1,4,Common-Source Amplifier,68.6822,30.0,0.0000,273.9304,0.0313,7.75,34.37
84480,1303.1,4,Common-Source Amplifier,68.4721,30.0,0.0069,210.6212,0.0446,5.79,32.54
84608,1305.1,4,Common-Source Amplifier,65.0990,30.0,0.0015,226.7357,0.0495,2.05,34.04
84736,1307.0,4,Common-Source Amplifier,68.6822,30.0,-0.0000,291.9890,0.0121,7.75,34.37
84864,1309.0,4,Common-Source Amplifier,68.7167,30.0,-0.0264,226.8310,0.0678,8.79,32.70
84992,1310.8,4,Common-Source Amplifier,51.5701,30.0,0.0485,341.0340,0.2303,11.28,34.54
85120,1312.7,4,Common-Source Amplifier,68.8212,30.0,-0.0152,249.0250,0.0162,4.43,34.18
85248,1314.6,4,Common-Source Amplifier,68.6822,30.0,-0.0000,257.6999,0.0192,7.75,34.37
85376,1316.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,267.1353,0.0175,7.75,34.37
85504,1318.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,264.8031,0.0207,7.75,34.37
85632,1320.2,4,Common-Source Amplifier,68.7246,30.0,-0.0000,255.0124,0.0217,8.27,33.54
85760,1322.1,4,Common-Source Amplifier,68.7826,30.0,0.0022,217.8445,0.0523,9.31,31.87
85888,1324.3,4,Common-Source Amplifier,68.8283,30.0,-0.0088,253.1665,0.0515,7.82,32.65
86016,1326.2,4,Common-Source Amplifier,68.1438,30.0,-0.0011,284.0266,0.0398,6.78,34.32
86144,1328.2,4,Common-Source Amplifier,66.6261,29.2,-0.0175,189.1585,0.1070,7.14,27.52
86272,1330.1,4,Common-Source Amplifier,68.7993,30.0,-0.0015,305.5599,0.0374,6.78,34.32
86400,1332.0,4,Common-Source Amplifier,68.6754,30.0,-0.0072,270.7222,0.0451,7.77,34.29
86528,1333.9,4,Common-Source Amplifier,68.7321,30.0,0.0166,255.7051,0.0269,7.30,33.48
86656,1335.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,269.1957,0.0138,7.75,34.37
86784,1337.8,4,Common-Source Amplifier,68.7708,30.0,-0.0078,236.6380,0.0754,6.29,35.08
86912,1339.7,4,Common-Source Amplifier,68.7387,30.0,-0.0285,256.0170,0.0501,9.31,31.87
87040,1341.6,4,Common-Source Amplifier,68.6822,30.0,-0.0000,331.9957,0.0296,7.75,34.37
87168,1343.6,4,Common-Source Amplifier,68.8044,30.0,0.0002,302.1916,0.0404,6.78,34.32
87296,1345.5,4,Common-Source Amplifier,68.6378,30.0,-0.0266,268.4587,0.0729,6.76,35.88
87424,1347.4,4,Common-Source Amplifier,68.7622,30.0,0.0129,324.7598,0.0317,8.79,32.70
87552,1349.3,4,Common-Source Amplifier,68.6822,30.0,0.0000,319.4107,0.0357,7.75,34.37
87680,1351.1,4,Common-Source Amplifier,68.6430,30.0,0.0105,245.9951,0.0503,7.25,35.13
87808,1353.1,4,Common-Source Amplifier,68.6663,30.0,0.0006,282.2538,0.0213,7.75,34.37
87936,1355.1,4,Common-Source Amplifier,68.6822,30.0,0.0000,272.5810,0.0160,7.75,34.37
88064,1357.0,4,Common-Source Amplifier,68.6979,30.0,-0.0020,258.1499,0.0221,7.75,34.37
88192,1358.9,4,Common-Source Amplifier,68.6916,30.0,-0.0051,283.4654,0.0203,8.79,32.70
88320,1360.8,4,Common-Source Amplifier,68.6705,30.0,-0.0008,249.6448,0.0129,7.25,35.13
88448,1362.7,4,Common-Source Amplifier,68.6822,30.0,-0.0000,272.4395,0.0063,7.75,34.37
88576,1364.6,4,Common-Source Amplifier,68.6822,30.0,0.0000,258.1158,0.0066,7.75,34.37
88704,1366.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,276.9948,0.0066,7.75,34.37
88832,1368.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,286.6763,0.0052,7.75,34.37
88960,1370.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,282.7248,0.0055,7.75,34.37
89088,1372.2,4,Common-Source Amplifier,68.6822,30.0,0.0000,280.9546,0.0047,7.75,34.37
89216,1374.2,4,Common-Source Amplifier,68.6822,30.0,0.0000,258.8592,0.0075,7.75,34.37
89344,1376.1,4,Common-Source Amplifier,68.6822,30.0,-0.0000,267.0957,0.0076,7.75,34.37
89472,1378.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,263.8935,0.0070,7.75,34.37
89600,1379.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,289.6755,0.0052,7.75,34.37
89728,1381.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,283.9899,0.0056,7.75,34.37
89856,1383.8,4,Common-Source Amplifier,68.6822,30.0,-0.0000,283.1143,0.0048,7.75,34.37
89984,1385.8,4,Common-Source Amplifier,68.6822,30.0,0.0000,281.6888,0.0057,7.75,34.37
90112,1387.8,4,Common-Source Amplifier,68.6822,30.0,-0.0000,265.0111,0.0080,7.75,34.37
90240,1389.7,4,Common-Source Amplifier,68.6822,30.0,0.0000,265.9021,0.0073,7.75,34.37
90368,1391.6,4,Common-Source Amplifier,68.6822,30.0,0.0000,266.2665,0.0085,7.75,34.37
90496,1393.6,4,Common-Source Amplifier,68.6796,30.0,-0.0009,263.1345,0.0076,7.75,34.37
90624,1395.6,4,Common-Source Amplifier,68.6822,30.0,-0.0000,264.3225,0.0051,7.75,34.37
90752,1397.4,4,Common-Source Amplifier,68.7742,30.0,0.0003,253.5646,0.0130,7.30,33.48
90880,1399.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,268.6584,0.0115,7.75,34.37
91008,1401.2,4,Common-Source Amplifier,68.6482,30.0,0.0038,241.7718,0.0214,7.25,35.13
91136,1403.2,4,Common-Source Amplifier,68.6854,30.0,-0.0026,265.4358,0.0255,7.75,34.37
91264,1405.2,4,Common-Source Amplifier,68.6901,30.0,-0.0087,275.5498,0.0266,8.79,32.70
91392,1407.1,4,Common-Source Amplifier,68.6469,30.0,0.0169,274.2128,0.0501,6.76,35.88
91520,1409.0,4,Common-Source Amplifier,68.6393,30.0,-0.0030,254.9828,0.0685,6.76,35.88
91648,1410.9,4,Common-Source Amplifier,68.6919,30.0,0.0004,249.0170,0.1370,8.27,33.54
91776,1412.8,4,Common-Source Amplifier,68.6860,30.0,0.0085,226.0751,0.1170,3.87,38.72
91904,1414.8,4,Common-Source Amplifier,68.6469,30.0,0.0016,347.3734,0.0224,6.76,35.88
92032,1416.7,4,Common-Source Amplifier,68.6809,30.0,-0.0013,323.9523,0.0105,7.25,35.13
92160,1418.6,4,Common-Source Amplifier,68.6963,30.0,-0.0024,311.4096,0.0118,8.27,33.54
92288,1420.5,4,Common-Source Amplifier,68.6600,30.0,-0.0002,261.0427,0.0214,7.25,35.13
92416,1422.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,275.8017,0.0142,7.75,34.37
92544,1424.3,4,Common-Source Amplifier,68.6822,30.0,-0.0017,287.2300,0.0149,7.75,34.37
92672,1426.3,4,Common-Source Amplifier,68.6718,30.0,-0.0006,271.4674,0.0150,7.75,34.37
92800,1428.2,4,Common-Source Amplifier,68.6282,30.0,-0.0023,203.0457,0.0259,6.29,36.57
92928,1430.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,284.2357,0.0072,7.75,34.37
93056,1432.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,288.6807,0.0069,7.75,34.37
93184,1433.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,268.6563,0.0085,7.75,34.37
93312,1435.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,267.8913,0.0088,7.75,34.37
93440,1437.9,4,Common-Source Amplifier,68.7277,30.0,-0.0013,294.8007,0.0111,8.27,33.54
93568,1439.7,4,Common-Source Amplifier,68.6822,30.0,0.0000,260.5414,0.0171,7.75,34.37
93696,1441.6,4,Common-Source Amplifier,68.7105,30.0,-0.0096,256.6272,0.0645,8.27,33.54
93824,1443.5,4,Common-Source Amplifier,68.7819,30.0,-0.0005,256.7581,0.0433,6.29,35.08
93952,1445.5,4,Common-Source Amplifier,68.7500,30.0,-0.0244,201.9245,0.0779,5.32,35.02
94080,1447.4,4,Common-Source Amplifier,68.7029,30.0,-0.0073,294.8655,0.0689,8.27,33.54
94208,1449.3,4,Common-Source Amplifier,69.0790,30.0,-0.0006,227.6613,0.0528,4.85,34.21
94336,1451.2,4,Common-Source Amplifier,68.7802,30.0,-0.0019,244.2355,0.0515,5.79,35.83
94464,1453.2,4,Common-Source Amplifier,68.7777,30.0,-0.0067,274.7095,0.0572,5.37,33.38
94592,1455.1,4,Common-Source Amplifier,68.8807,30.0,-0.0012,225.4047,0.0871,5.32,35.02
94720,1457.0,4,Common-Source Amplifier,69.1593,30.0,-0.0046,145.2026,0.0907,3.17,32.38
94848,1459.0,4,Common-Source Amplifier,68.6822,30.0,-0.0000,314.9671,0.0387,7.75,34.37
94976,1460.8,4,Common-Source Amplifier,68.6587,30.0,0.0008,271.0618,0.0350,7.25,35.13
95104,1462.7,4,Common-Source Amplifier,68.6822,30.0,-0.0000,282.5833,0.0149,7.75,34.37
95232,1464.6,4,Common-Source Amplifier,68.6587,30.0,-0.0048,239.5680,0.0360,7.25,35.13
95360,1466.6,4,Common-Source Amplifier,68.7011,30.0,-0.0103,279.2487,0.0524,8.79,32.70
95488,1468.5,4,Common-Source Amplifier,68.9982,30.0,-0.0073,172.8347,0.0857,3.87,35.73
95616,1470.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,341.3257,0.0238,7.75,34.37
95744,1472.3,4,Common-Source Amplifier,68.6822,30.0,-0.0000,297.3518,0.0446,7.75,34.37
95872,1474.2,4,Common-Source Amplifier,68.7071,30.0,-0.0137,287.3733,0.0897,9.31,31.87
96000,1476.2,4,Common-Source Amplifier,68.8660,30.0,-0.0425,164.6883,0.0907,3.48,34.92
96128,1478.1,4,Common-Source Amplifier,68.6600,30.0,-0.0078,296.9936,0.0665,7.25,35.13
96256,1480.0,4,Common-Source Amplifier,68.6901,30.0,-0.0009,318.9295,0.0366,8.27,33.54
96384,1481.9,4,Common-Source Amplifier,68.6796,30.0,0.0011,300.1232,0.0491,7.75,34.37
96512,1483.9,4,Common-Source Amplifier,68.6535,30.0,-0.0076,254.3753,0.1014,7.25,35.13
96640,1485.7,4,Common-Source Amplifier,68.7633,30.0,0.0049,246.0289,0.1297,6.29,35.08
96768,1487.8,4,Common-Source Amplifier,68.6822,30.0,0.0051,265.2643,0.1185,7.75,34.37
96896,1489.6,4,Common-Source Amplifier,68.8203,30.0,0.0240,317.9140,0.1009,9.31,31.87
97024,1491.6,4,Common-Source Amplifier,68.6738,30.0,-0.0059,318.9656,0.1104,8.27,33.54
97152,1493.5,4,Common-Source Amplifier,68.6544,30.0,0.0022,280.5622,0.1656,7.25,35.13
97280,1495.4,4,Common-Source Amplifier,68.2355,30.0,0.0455,212.3029,0.1796,7.40,31.67
97408,1497.4,4,Common-Source Amplifier,68.6906,30.0,-0.0023,287.0506,0.0911,7.75,34.37
97536,1499.3,4,Common-Source Amplifier,68.7253,30.0,0.0480,258.9083,0.1479,6.81,34.24
97664,1501.2,4,Common-Source Amplifier,68.7434,30.0,0.0154,271.4156,0.0791,8.30,33.46
97792,1503.2,4,Common-Source Amplifier,68.6833,30.0,-0.0048,274.1964,0.1050,7.25,35.13
97920,1505.2,4,Common-Source Amplifier,68.6997,30.0,0.0210,273.4616,0.1176,7.77,34.29
98048,1507.1,4,Common-Source Amplifier,68.6992,30.0,-0.0008,268.8835,0.1049,7.75,34.37
98176,1509.0,4,Common-Source Amplifier,68.6495,30.0,0.0033,289.4746,0.1167,6.76,35.88
98304,1511.0,4,Common-Source Amplifier,68.6010,30.0,0.0286,228.7868,0.1081,7.25,35.13
98432,1512.8,4,Common-Source Amplifier,68.7701,30.0,0.0054,323.7775,0.0242,8.79,32.70
98560,1514.8,4,Common-Source Amplifier,68.6746,30.0,-0.0073,276.7892,0.0508,7.25,35.13
98688,1516.7,4,Common-Source Amplifier,68.7243,30.0,0.0038,277.7491,0.0390,8.30,33.46
98816,1518.6,4,Common-Source Amplifier,68.6856,30.0,0.0012,240.9759,0.0206,7.77,34.29
98944,1520.5,4,Common-Source Amplifier,68.6822,30.0,-0.0000,262.6176,0.0117,7.75,34.37
99072,1522.5,4,Common-Source Amplifier,68.6822,30.0,-0.0000,266.4590,0.0109,7.75,34.37
99200,1524.3,4,Common-Source Amplifier,68.6561,30.0,-0.0008,244.2904,0.0208,7.25,35.13
99328,1526.3,4,Common-Source Amplifier,68.7638,30.0,0.0038,251.2277,0.0163,9.31,31.87
99456,1528.3,4,Common-Source Amplifier,68.6796,30.0,0.0051,323.7935,0.0081,7.25,35.13
99584,1530.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,292.3370,0.0053,7.75,34.37
99712,1532.1,4,Common-Source Amplifier,68.6809,30.0,-0.0009,281.5862,0.0046,7.25,35.13
99840,1534.0,4,Common-Source Amplifier,68.6822,30.0,-0.0000,272.5777,0.0037,7.75,34.37
99968,1535.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,274.4644,0.0037,7.75,34.37
100096,1537.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,274.4289,0.0041,7.75,34.37
